"datNorm" "datExp"
-2.24589527471155 0.0613805385831326
0.258149832113148 0.795553253694495
-0.992686304073769 0.280124966981942
-0.747000384912337 0.354389651516754
-0.738885298174228 0.357050986688938
-1.74405819767588 0.121159701081739
-0.0520474026463018 0.634354522598599
-1.98557896548849 0.088523589868691
-1.1829681354964 0.230646968582063
0.358264001044434 0.852634006454326
1.47133986498309 1.66280333213244
-1.79513919753461 0.113603094637836
-1.0625417846734 0.2611718349637
-2.61501263287787 0.0345921906849896
-0.39849369137881 0.481299098564886
-1.23788023612477 0.217606645198101
0.274700890471628 0.804817337715319
-2.13122163144116 0.0723935028292702
-1.36555384775978 0.189337873982926
-0.93050261097072 0.297787568038095
-2.13764663742009 0.0717385107289397
-1.33407952024329 0.196045438838285
1.22998231665185 1.45900248327843
-2.22784245187618 0.0630211261865867
-3.65492447593381 0.00464656931214363
-2.06113490461196 0.0798437883579457
0.151604683446199 0.737539755472508
0.440905170951108 0.901649854827509
-0.854183110628215 0.320505072908628
-0.509734531503059 0.437933459387001
0.311786594001064 0.825823014205872
-1.57527736933489 0.148814218208862
-0.38105298125845 0.488347528242379
-2.13138347682423 0.0723769468270954
1.59825127814954 1.77639551597962
-1.53301308827007 0.15641352613031
-2.32889581006371 0.0542644419243494
-2.06809390282653 0.0790786319756576
1.00014614024843 1.27964316052209
0.085741241617189 0.703070745886568
1.43575005520976 1.6317473428637
-1.35969116567252 0.190574529961234
-0.89102184294634 0.309395057117862
0.15250759958339 0.738019650641231
-3.82275967029405 0.00316650891831045
-3.49641326484542 0.00657006143744904
-0.327383616286063 0.510466625388596
0.861799014356176 1.17850235825387
-1.60884200576541 0.142975753457413
0.158962627257988 0.741456283858571
0.0484940690334422 0.684044581520724
1.83237453422382 1.99770341216602
-0.551264563512886 0.422440370558385
-0.235862314308891 0.549696345751686
-0.0150715194050254 0.652347435859305
0.547858284092178 0.967661233369193
-0.51626991784456 0.435470478062246
-1.66357392861705 0.133820978505191
0.387370820048858 0.869700993328652
-1.08468411651508 0.255357295332553
-1.2360259511553 0.218038199657199
-1.0122590463232 0.274720494784285
-1.82379219217153 0.109522653660892
-2.69507453015942 0.0302738970315677
-1.60777071408956 0.143159443749121
-1.48736934124026 0.164936264468014
-2.95668411727365 0.0191251794641617
-1.96821891609762 0.0906162832928434
-1.97405120691232 0.089909044943699
-0.0713495523219936 0.625091159647936
-1.56409428045803 0.150797950839421
0.435221148252556 0.898223234343778
-1.19110055476909 0.228681521626022
-0.678268340368331 0.37736356177336
-1.35468308541167 0.191635530254149
-0.365330790601474 0.49475995189643
-3.23489152226396 0.0112598537047991
-1.19585699886206 0.227537519206482
-1.90139821373129 0.0990259037830008
0.37385207662033 0.861747643492905
1.3747628298649 1.57933932369813
-1.4426700040683 0.173606822137218
-0.154035586951478 0.586405429159723
-1.38892228675372 0.18446620160801
1.47903300526935 1.66956231944705
-1.20848208759254 0.224520740119543
-1.26147623213564 0.212168231448909
-0.715576239932197 0.364771108570977
-1.00532728752566 0.276626088226778
-1.91510486623684 0.0972543207315748
-1.11669124645065 0.247114381493226
-2.47500028412697 0.0433363182853656
-2.32751381481452 0.0543773322648354
-1.07698414894703 0.257368847492653
-1.89731928050836 0.0995578099785398
-1.11457498113211 0.247653508504423
1.56899186847108 1.74981129069465
0.236705215226755 0.783651292164278
-1.56789538965881 0.150121513245506
-0.60716813643288 0.402174330585466
0.625513473826016 1.01742835428162
-1.03670106435005 0.268074550687677
-2.14707879403771 0.0707853083470561
-2.24863014729567 0.0611349522012718
-3.24297692730506 0.0110805172306573
-0.142673542787389 0.591626023517253
-1.28234550902263 0.207439960008442
-0.673119385141433 0.379124397461833
0.219935828555515 0.774423520887281
0.167110452063546 0.745808745993169
0.462632601630905 0.91482389700885
-2.35712738016408 0.0519985994967035
1.09798103593084 1.35425162885993
-0.689462401414179 0.373554647681025
-3.03098756377812 0.0166727932163189
-1.71961919768776 0.124905351613464
1.52715295991912 1.71220994573573
0.540126568071676 0.962791136421503
-1.73604103051783 0.122379062853727
-0.0646897831464195 0.628277277371095
-0.708162054235904 0.36725043170107
-1.50528065267009 0.161552303643979
-0.29277824167408 0.525074762001851
-1.4023801238087 0.181702160156001
-1.87548974539053 0.102441415102727
0.774095927081357 1.11700961348325
-3.28232166759646 0.0102422389438092
1.24652167546745 1.47246032426169
-1.46889825448824 0.168479940649918
-0.386359422583151 0.486195785174014
-0.79645496180881 0.338464194567258
0.185492067802164 0.755687852084907
-1.96558064793746 0.0909376001654095
-1.20074731727833 0.226365569893695
-1.99635709010699 0.0872430750401576
-1.57329661352699 0.149164169161043
-0.502558927671812 0.440648470958346
-1.52238548350909 0.158368422314398
-1.06597136479147 0.260265196976047
-0.164863354696522 0.581458427421678
-0.377970916370533 0.489600195813073
-1.48305950434597 0.165758189881375
-0.961026656211593 0.289023481887343
-1.55240846456183 0.152891586093082
-1.97945236035183 0.0892578607595523
-1.32226455597052 0.198607010057583
0.658685875469475 1.03916260169992
-1.21768012640103 0.222340876760166
0.0241328099855806 0.671781964222567
-1.57778087568236 0.14837277603674
0.359160561712938 0.8531565275135
-2.025076161333 0.0839003564482949
-2.5796422940647 0.0366528405728781
-1.55013187621279 0.153301935284676
0.29168495802284 0.814394679463154
1.01323704446576 1.28947755174384
-2.92062602239474 0.0204197398932009
-0.0602154847570799 0.630423750013253
-1.53343632477276 0.156336042319839
-0.433677206821905 0.467286985717041
-2.53456924437166 0.0394214490771178
1.45199309108291 1.64587788238403
-3.53182727082723 0.00608879640819687
-0.78045632691795 0.343561196934556
1.27759096730221 1.49794218536547
-2.41903625689352 0.0472923725061955
-1.67666868321714 0.131696782019327
0.600046485959115 1.00093587892039
-1.23665068926802 0.217892733876684
0.0833149095241232 0.701821119595117
-1.35869690721699 0.190784832915318
-2.19291175259502 0.0662929070715203
-0.435436048241598 0.466593745243504
-0.765012484466318 0.348531184095409
1.01297826536878 1.28928270283806
-0.68112495432529 0.376389063646962
1.10936146231804 1.36309725969199
0.0256342999633983 0.672533627985503
-2.30942034305664 0.0558725213349645
0.275779708096702 0.805423547395954
-2.51808588112131 0.0404750529278423
-0.0972341984396405 0.612807389637882
-2.70212293992128 0.0299158366052787
-2.59241858156836 0.0358973437678545
-2.39235925730412 0.0492768556622746
-1.17864715336032 0.231696135840008
1.44136561810442 1.63662435623547
-2.06021449566507 0.0799454153228675
-0.8877900170579 0.310358894569308
-1.89468846704308 0.0999020259632578
-1.90248433551566 0.0988846346621534
-1.99781272060568 0.0870712304255225
-1.61433388198159 0.142036817171315
-2.23764692446877 0.0621259156063747
0.385336170647224 0.868501022115577
-0.452630568648927 0.459852731605546
-0.585919321701083 0.409798203273468
1.38334097652698 1.58664904527288
-1.2719640695335 0.209782498902862
0.191453259616378 0.758909510403095
-1.7915167246406 0.114126998633702
-1.87381993208081 0.102664569845324
-1.92585469659431 0.0958818600666575
-1.73763017177609 0.122136637852904
1.54719925523907 1.73016540951194
-0.824328184772056 0.329708661328046
0.224778073606417 0.777080941221595
-0.369006363678313 0.493255860928455
1.50023555898227 1.68827484183793
-2.77629699281936 0.0263535395298817
-1.39977818079249 0.182234204161329
-3.5678534749605 0.00563100258950036
-1.31559736062279 0.200063094522456
-1.8605571913915 0.104450114907902
-2.12298184109661 0.0732402861051847
0.917685581439178 1.21874675050657
-1.19588193946896 0.227531531338115
-0.939292149899411 0.295245215238518
-0.333801484924473 0.507787329537447
0.360799899744269 0.85411246650821
0.724832681180472 1.08335495486825
-0.969177965507633 0.286713829960886
-0.223640550006683 0.555080619159087
0.240616108521835 0.785813371121596
-0.352751780019758 0.499930474113443
-1.39011640981482 0.184219722840884
0.572095074959118 0.983027161689378
-0.810599825311755 0.334001280146829
0.472068829052152 0.920582779965758
-1.66962546310401 0.132836173946522
-0.76970134467465 0.347017083513959
-1.83464544027725 0.108006276223163
-1.83171798673887 0.108413719108241
-0.974623511813356 0.285178040942248
0.584322749762868 0.990836765186647
-1.5168440969734 0.15939481008157
-0.731202107959094 0.359583249174947
-0.0722848737493165 0.624644532531915
1.14453858339909 1.39066005208987
1.11774294064695 1.36963422063534
-1.41083781459774 0.179980516715102
-0.846991341933275 0.32270570951872
-2.14308924612534 0.0711872781611644
-1.3348569380091 0.19587772794872
-0.255371718105038 0.541172881848071
-2.57046500181678 0.0372034150828109
-1.69599276078888 0.128608038792444
-2.84344735959177 0.0234368426310666
-0.134569361477168 0.595368190716797
-3.5272737792146 0.00614890504982551
-2.95430936848696 0.0192082761808191
-1.58603006647743 0.14692502841579
-2.9763157484084 0.0184496639019782
-0.493668207419012 0.444028062456833
-0.0737080967575877 0.623965324501704
-2.84899843841944 0.0232081845452498
-0.501945896054997 0.440880944244292
-1.33393123185483 0.196077440563438
0.142610238780334 0.732770155965299
-0.36643616024806 0.494307300921641
-3.30308485572577 0.00982217066630089
-0.306729989880517 0.519152450214511
0.550167034620677 0.969118457447985
-0.785445291938677 0.341966147734128
0.535745571614715 0.960038417207278
0.734353880206527 1.08980994730622
0.334747023139388 0.839000285824836
-1.54511910140327 0.154208328168542
0.0415807608683485 0.680550119633075
-0.915755124066014 0.302087361389213
1.62122937762583 1.79743935096333
-1.72756584360996 0.123678043679953
-2.63187881853708 0.0336432256546439
-1.77215042175239 0.11695874376823
-1.59278573494012 0.145747178898685
1.36467979446207 1.57077303153628
-0.407953435244654 0.477504545943935
-0.3715563757971 0.492214149817378
-1.85995958088127 0.104531120162259
1.90798900873018 2.07245969971666
-0.794819382311704 0.338982873753918
-0.67313221091529 0.379120004382949
-0.00635428359554657 0.656636917766312
-1.33399365833085 0.196063968011927
-1.67700241272456 0.131642975112007
-1.46695070654862 0.168856788347865
-0.112729862493949 0.605529545496594
-0.897913743695665 0.307346594727026
-0.240657544753882 0.54759323178008
-1.15345455401529 0.237880681710362
-1.85965848470715 0.104571951328451
-2.56681827087723 0.0374240410892863
-2.08717900327623 0.0770092153717346
-0.884680725700765 0.31128814909415
0.267705051385572 0.800893261753037
-0.934462722051153 0.296640239111008
-1.09910274151387 0.251620389547408
