"Input","Output"
-2.23464884253601,-3.49810378490271
0.78746123480708,0.771089972118742
1.99680464325599,2.55458152921205
-0.151150465369849,-3.54705408559231
0.0909608577081727,-3.24469911698997
2.57175934222849,3.03676003517946
2.26098110031453,4.38734353623638
2.34713568386373,5.324884541963
-1.2789425637107,-0.869276689401127
1.29207856560494,4.48364244575507
2.01394480790962,3.52767446983179
2.34053347108927,2.79045233653366
1.93574077599295,1.76801425871845
0.565080141174197,1.40001996600215
2.31402571140892,4.11473666888185
1.76081769117316,3.97507414011188
1.15420221283664,2.44995946207201
-1.02017203202344,-2.13240721604526
1.28144747997687,1.96402371948581
3.10509428586021,6.20709343018316
3.92953078608609,5.83202085408012
-2.03949400754721,-6.98694121337397
2.09701115566822,1.47696638388183
-0.795141042105995,-3.89999294924556
1.30702097334481,0.735371777185112
2.63191590958921,3.16066438607196
0.813065524694039,-0.210143905474348
-1.44768226280979,-4.85070689126102
0.282530260228961,-1.73696553978898
1.71664007792239,1.23370998728229
-1.87225341534097,-6.25770711305141
3.53228190324025,5.15585431551161
-0.928230488560374,-3.44509155561403
2.39169966253701,4.94481184284039
4.63463853582021,8.29403111074685
2.04442082218354,1.72739291413031
0.9487809180306,-0.417403816440858
0.35837260386153,-0.361852014185391
3.27883374429116,5.74510358986166
1.16263012636381,3.31800138888371
-0.303274464647121,0.0743927975236085
-2.46036363238612,-4.3999318253788
1.2282525953491,4.55840692938381
-0.430321331121383,2.03962851642065
3.23436439194883,9.20193036653036
-0.749623626164054,0.603422609663165
0.911350081198749,4.8290512773391
0.542380838279144,3.72524559352368
2.18491485397854,6.92077358700127
0.374505812535769,4.34277544739674
0.485801432367225,3.95310688837666
3.1492516118447,7.25365289573446
-0.914450477907334,-1.91505547295605
1.61471253566258,0.762798591743588
0.642090805771102,-1.58063125197321
-0.902646682451985,-3.42516722665934
0.132826101944938,-0.114532324562948
0.938171247930744,1.28902465235225
1.38053811106362,3.29732277319422
-0.0918848275356365,0.725375420049516
1.34772643820451,3.9668593113455
3.1469438988871,6.6957517040037
-1.19067994020267,-2.47411115015905
2.76235850091886,3.33446673425428
0.24481491971467,-0.736187008018369
0.948623519021608,2.1618880845991
2.22287092488514,5.20214393202143
-0.42965498442549,-0.80212320693452
0.623542648668574,0.358668563531347
-0.306302576944535,-1.55928906284032
1.20214439775646,-0.0673831530830284
1.96949529318073,2.6855552577657
2.62497416099837,3.59987079783017
4.5493912926587,7.91530305001233
-0.502165370786465,-1.82803858595038
1.80836483425548,2.72996267218527
1.62922150600021,2.07513897560413
2.39222914788385,3.45252654063447
1.6679278671222,1.33175645377772
1.38108573597103,1.08227875251936
-1.32308409645076,-3.94234091990411
2.40937298935296,4.00757210540432
-0.424374418484142,-0.837575538232739
-1.72104980531747,-3.33899338656049
2.25074749858751,6.34325422178508
-0.298921718418338,0.334264555315377
0.932243287833721,3.30242859800174
1.2024139637473,2.47778316773559
-0.893549788207834,-2.30599285021535
-0.265151097471738,-2.57924012402486
1.28954493158228,0.427021602594811
-0.144487267642944,-0.465602138244009
-0.529585829653744,-2.54813467689449
0.430318912050176,-0.429688213893762
1.19733597555866,3.32285993842915
1.21828583628263,3.7057180921972
-0.564844003971595,0.0233828134071095
-1.20033283259681,-0.825172748359508
0.852532574894119,4.1742457439268
2.41181038797153,7.13788682902218
0.536962995450815,1.26090491022201
0.457488507561995,3.67288656057124
0.779945515056412,3.2398287396131
-0.525433401545724,0.527759480750241
-2.17578444732445,-3.02943730181209
0.801055983529605,3.09261227163087
1.19980895052571,2.71168449335866
0.542987962928456,0.786193765993221
1.55520863470991,2.21603478762548
0.866238578012725,0.0743316587118457
1.79828570604408,2.33068330666651
1.44600508941127,1.69729198497915
0.486702803001898,0.790731514860563
1.14131541533248,0.693288112747085
-0.086029481102045,-2.35299797946732
-1.12757209305706,-5.16378586714911
1.83100473044889,0.664192307157505
0.277524858144804,-1.01126105221584
1.55347465522523,1.16634190839809
-0.453741235880259,-1.74798429161108
2.83175643662665,4.3141255357967
0.649756662263216,-0.353087206608703
0.216992719405198,-1.71494125921302
1.64255549747966,1.19241161544506
1.0802941251718,1.0642277751323
-0.506687894377635,-1.89739212606402
0.336173463845292,-0.424703015713946
0.496404778555193,0.0720541910964634
1.02078996518508,1.76233210181
0.864075709055943,2.56948649025358
0.407586096441081,2.0974426462587
