0,0
27008864,0
43546494,0
51104619,0
58259513,0
80603196,0
81555760,0
94749965,0
100315785,0
110013032,0
112575237,0
117715358,0
119931683,0
130633470,0
130642633,0
135961379,0
136522326,0
137327179,0
140862131,0
142190450,0
167484398,0
172247533,0
175703499,0
179907639,0
181330758,0
185955616,0
192694229,0
193369706,0
194246202,0
199528125,0
201038222,0
202937195,0
203382782,0
218198019,0
224257356,0
228493504,0
251593682,0
275628465,0
278454681,0
353422275,0
452411160,0
453255436,0
509327202,0
589039511,0
610838311,0
648654434,0
699719717,0
736773452,0
792206104,0
806554074,0
829335817,0
851001879,0
874965386,0
910114649,0
921638857,0
956940007,0
980466295,0
980905353,0
1011865945,0
1026027475,0
1033673685,0
1034636723,0
1036652553,0
1041105112,0
1049820107,0
1054168714,0
1058036257,0
1059099407,0
1065140288,0
1068899860,0
1069296806,0
1080264350,0
1083249431,0
1086219437,0
1089537943,0
1090034380,0
1090272419,0
1090282349,0
1092481435,0
1094699642,0
1096535320,0
1096557919,0
1098051609,0
1099794103,0
1099829957,0
1101350314,0
1101651114,0
1105279677,0
1107059091,0
1107852117,0
1108303281,0
1110403930,0
1110476193,0
1113902125,0
1113952664,0
1114872619,0
1115071489,0
1116072740,0
1116478570,0
1116706119,0
1117174811,0
1117283077,0
1118423160,0
1118888634,0
1118899125,0
1119404209,0
1119858311,0
1120081304,0
1120098266,0
1120100441,0
1120541146,0
1120611964,0
1120637576,0
1120643668,0
1120827141,0
1120978742,0
1121092869,0
1121292326,0
1121700155,0
1122782365,0
1123862537,0
1124060917,0
1124828417,0
1125449560,0
1125730304,0
1126187324,0
1126335237,0
1127221037,1
